member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,recoveries,collection_recovery_fee,last_pymnt_amnt,last_credit_pull_d,collections_12_mths_ex_med,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim
1295780,10625.0,10625.0,10625.0, 36 months,7.51,330.56,A,A3,5 years,MORTGAGE,23000.0,Not Verified,Dec-2011,Fully Paid,n,medical,OR,18.89,0.0,1.0,9.0,0.0,7114.0,43.4,21.0,f,0.0,0.0,11841.940708,11841.94,0.0,0.0,2594.01,Oct-2015,0.0,INDIVIDUAL,0.0,,,
1302311,5000.0,5000.0,5000.0, 36 months,14.65,172.48,C,C3,2 years,RENT,24000.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,PA,18.3,0.0,2.0,5.0,0.0,2429.0,33.3,9.0,f,0.0,0.0,5682.08,5682.08,0.0,0.0,3615.46,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1302299,8850.0,8850.0,8850.0, 36 months,6.62,271.73,A,A2,10+ years,RENT,62000.0,Source Verified,Dec-2011,Fully Paid,n,credit_card,MD,17.71,0.0,0.0,7.0,0.0,9466.0,35.9,19.0,f,0.0,0.0,9781.60575467,9781.61,0.0,0.0,5.67,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1302295,6375.0,6375.0,6375.0, 36 months,7.51,198.34,A,A3,4 years,RENT,44000.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,GA,4.8,0.0,0.0,7.0,0.0,6324.0,58.0,11.0,f,0.0,0.0,6737.55,6737.55,0.0,0.0,2585.54,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1302467,6000.0,6000.0,6000.0, 36 months,11.71,198.46,B,B3,1 year,RENT,90000.0,Not Verified,Dec-2011,Fully Paid,n,credit_card,NJ,2.97,1.0,0.0,10.0,0.0,8489.0,56.6,23.0,f,0.0,0.0,7041.29375069,7041.29,0.0,0.0,2082.79,Mar-2014,0.0,INDIVIDUAL,0.0,,,
1302472,11100.0,11100.0,11100.0, 36 months,6.62,340.82,A,A2,10+ years,RENT,41000.0,Verified,Dec-2011,Charged Off,n,credit_card,PA,29.85,0.0,1.0,8.0,0.0,17518.0,62.3,18.0,f,0.0,0.0,8120.14,8120.14,626.5,6.265000000700001,340.82,Mar-2014,0.0,INDIVIDUAL,0.0,,,
1302044,10000.0,10000.0,10000.0, 60 months,12.69,225.95,B,B5,2 years,MORTGAGE,56000.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,CA,10.82,0.0,1.0,11.0,0.0,10081.0,31.2,18.0,f,0.0,0.0,12727.4260564,12727.43,0.0,0.0,5526.53,Sep-2014,0.0,INDIVIDUAL,0.0,,,
1292431,6200.0,6200.0,6200.0, 36 months,6.03,188.71,A,A1,5 years,MORTGAGE,26500.0,Not Verified,Dec-2011,Fully Paid,n,small_business,WV,18.2,0.0,0.0,6.0,0.0,2982.0,16.0,18.0,f,0.0,0.0,6793.070094399999,6793.07,0.0,0.0,1.83,Jan-2015,0.0,INDIVIDUAL,0.0,,,
1293317,15000.0,15000.0,15000.0, 36 months,18.64,547.12,E,E1,1 year,RENT,54000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,GA,19.69,0.0,2.0,9.0,0.0,15183.0,90.3,12.0,f,0.0,0.0,19401.7193826,19401.72,0.0,0.0,4641.23,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1302453,4200.0,4200.0,4200.0, 36 months,11.71,138.92,B,B3,2 years,RENT,53000.0,Not Verified,Dec-2011,Fully Paid,n,other,MD,16.91,0.0,0.0,15.0,0.0,8336.0,79.7,22.0,f,0.0,0.0,5000.4625104,5000.46,0.0,0.0,141.26,Jun-2015,0.0,INDIVIDUAL,0.0,,,
1301537,14000.0,14000.0,14000.0, 36 months,14.27,480.33,C,C2,4 years,RENT,52800.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,CA,7.36,0.0,1.0,9.0,0.0,13378.0,70.8,14.0,f,0.0,0.0,14487.95,14487.95,0.0,0.0,13531.87,Apr-2012,0.0,INDIVIDUAL,0.0,,,
1030901,8875.0,8875.0,8875.0, 36 months,7.51,276.11,A,A3,1 year,MORTGAGE,38000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,GA,23.53,0.0,1.0,13.0,0.0,19056.0,62.1,27.0,f,0.0,0.0,9712.65,9712.65,0.0,0.0,4472.8,Sep-2013,0.0,INDIVIDUAL,0.0,,,
1296092,13500.0,13500.0,13500.0, 36 months,9.91,435.04,B,B1,7 years,RENT,38000.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,CA,12.38,0.0,1.0,3.0,0.0,16023.0,67.3,7.0,f,0.0,0.0,15657.939379499998,15657.94,0.0,0.0,307.62,Jan-2015,0.0,INDIVIDUAL,0.0,,,
1302450,12000.0,12000.0,12000.0, 36 months,9.91,386.7,B,B1,2 years,RENT,42000.0,Not Verified,Dec-2011,Charged Off,n,debt_consolidation,MN,7.83,0.0,2.0,8.0,0.0,9749.0,65.4,16.0,f,0.0,0.0,11234.49,11234.49,414.89,4.1489000016,386.7,Oct-2015,0.0,INDIVIDUAL,0.0,,,
1302449,16000.0,16000.0,15975.0, 60 months,19.91,423.11,E,E4,4 years,RENT,55000.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,WA,15.8,0.0,0.0,8.0,0.0,7743.0,72.4,19.0,f,0.0,0.0,22277.2628856,22242.46,0.0,0.0,10869.79,May-2014,0.0,INDIVIDUAL,0.0,,,
1270159,21600.0,21600.0,20498.2657811, 60 months,19.42,565.32,E,E3,8 years,MORTGAGE,60000.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,GA,16.74,1.0,0.0,6.0,0.0,13354.0,78.1,21.0,f,0.0,0.0,27580.75,24853.63,0.0,0.0,17416.49,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1302434,6000.0,6000.0,6000.0, 36 months,10.65,195.44,B,B2,6 years,MORTGAGE,87000.0,Not Verified,Dec-2011,Fully Paid,n,home_improvement,NJ,12.86,2.0,0.0,12.0,0.0,11739.0,40.5,22.0,f,0.0,0.0,6999.42740728,6999.43,0.0,0.0,1335.92,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1289398,8450.0,8450.0,8425.0, 60 months,16.77,208.97,D,D2,5 years,OWN,25000.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,IL,22.51,0.0,2.0,6.0,0.0,17614.0,83.5,21.0,f,0.0,0.0,12188.564422799998,12152.55,0.0,0.0,3239.35,Sep-2015,0.0,INDIVIDUAL,0.0,,,
1276836,20000.0,20000.0,18590.3377698, 60 months,13.49,460.1,C,C1,1 year,RENT,82000.0,Not Verified,Dec-2011,Fully Paid,n,credit_card,OH,17.68,0.0,0.0,13.0,0.0,26693.0,61.4,23.0,f,0.0,0.0,26397.3130625,23747.15,0.0,0.0,9848.46,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1302151,10000.0,10000.0,10000.0, 36 months,11.71,330.76,B,B3,8 years,RENT,60000.0,Not Verified,Dec-2011,Charged Off,n,debt_consolidation,CA,22.08,0.0,0.0,8.0,0.0,5626.0,29.3,26.0,f,0.0,0.0,6002.23,6002.23,319.46,57.5028,62.38,Nov-2013,0.0,INDIVIDUAL,0.0,,,
1302174,12000.0,12000.0,12000.0, 36 months,16.29,423.61,D,D1,5 years,MORTGAGE,80000.0,Verified,Dec-2011,Fully Paid,n,credit_card,GA,18.18,0.0,0.0,8.0,0.0,29609.0,97.2,11.0,f,0.0,0.0,14946.5600236,14946.56,0.0,0.0,4368.56,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1302371,13475.0,13475.0,13450.0, 60 months,13.49,309.99,C,C1,10+ years,RENT,25000.0,Verified,Dec-2011,Charged Off,n,credit_card,CA,21.89,0.0,1.0,7.0,0.0,9943.0,65.8,14.0,f,0.0,0.0,6198.89,6187.44,0.0,0.0,28.0,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1284571,7200.0,7200.0,7200.0, 36 months,12.42,240.59,B,B4,5 years,RENT,48000.0,Not Verified,Dec-2011,Fully Paid,n,major_purchase,IL,17.43,0.0,1.0,7.0,0.0,16450.0,80.2,10.0,f,0.0,0.0,8677.15633962,8677.16,0.0,0.0,19.26,Dec-2015,0.0,INDIVIDUAL,0.0,,,
1247741,5600.0,5600.0,5600.0, 36 months,14.65,193.17,C,C3,1 year,MORTGAGE,85000.0,Not Verified,Dec-2011,Charged Off,n,debt_consolidation,AZ,12.24,1.0,3.0,8.0,0.0,6812.0,90.8,31.0,f,0.0,0.0,1350.86,1350.86,0.0,0.0,193.17,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1298688,12000.0,12000.0,11975.0, 36 months,14.27,411.71,C,C2,< 1 year,RENT,57000.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,CA,10.86,0.0,1.0,7.0,0.0,9273.0,81.5,11.0,f,0.0,0.0,14396.58,14366.62,0.0,0.0,5359.38,Nov-2015,0.0,INDIVIDUAL,0.0,,,
1301487,8500.0,8500.0,8500.0, 36 months,6.03,258.71,A,A1,2 years,RENT,25000.0,Not Verified,Dec-2011,Fully Paid,n,credit_card,MD,1.73,0.0,0.0,6.0,0.0,2463.0,28.0,18.0,f,0.0,0.0,9074.73,9074.73,0.0,0.0,4936.27,May-2013,0.0,INDIVIDUAL,0.0,,,
1302322,8000.0,8000.0,8000.0, 36 months,9.91,257.8,B,B1,2 years,RENT,34000.0,Source Verified,Dec-2011,Fully Paid,n,credit_card,PA,18.28,0.0,0.0,6.0,0.0,7434.0,78.5,7.0,f,0.0,0.0,9279.81275176,9279.81,0.0,0.0,262.31,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1289083,8000.0,8000.0,8000.0, 36 months,12.42,267.33,B,B4,10+ years,RENT,40000.0,Not Verified,Dec-2011,Fully Paid,n,credit_card,OR,15.0,0.0,0.0,10.0,0.0,18601.0,88.2,11.0,f,0.0,0.0,9622.78031997,9622.78,0.0,0.0,269.73,Jan-2015,0.0,INDIVIDUAL,0.0,,,
1301868,16000.0,16000.0,8150.0, 60 months,15.27,382.92,C,C4,10+ years,RENT,42656.4,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,GA,17.44,0.0,1.0,4.0,0.0,12830.0,92.3,17.0,f,0.0,0.0,22394.08,11406.98,0.0,0.0,199.56,Nov-2015,0.0,INDIVIDUAL,0.0,,,
1294027,15000.0,15000.0,15000.0, 36 months,17.27,536.81,D,D3,2 years,MORTGAGE,44400.0,Source Verified,Dec-2011,Fully Paid,n,house,FL,3.59,1.0,0.0,6.0,1.0,4582.0,91.6,16.0,f,0.0,0.0,17991.53,17991.53,0.0,0.0,9412.4,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1301839,10000.0,10000.0,10000.0, 36 months,9.91,322.25,B,B1,2 years,OWN,30000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,VT,11.24,0.0,1.0,8.0,0.0,9152.0,66.8,30.0,f,0.0,0.0,11386.4302245,11386.43,0.0,0.0,369.43,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1291030,10000.0,10000.0,10000.0, 36 months,6.62,307.04,A,A2,5 years,MORTGAGE,70000.0,Not Verified,Dec-2011,Fully Paid,n,credit_card,NY,16.78,0.0,0.0,9.0,0.0,10770.0,69.0,18.0,f,0.0,0.0,10902.91,10902.91,0.0,0.0,4152.52,Aug-2015,0.0,INDIVIDUAL,0.0,,,
1294481,8000.0,8000.0,8000.0, 36 months,14.65,275.96,C,C3,3 years,RENT,28000.0,Not Verified,Dec-2011,Fully Paid,n,car,CA,12.6,0.0,1.0,8.0,0.0,6187.0,54.3,11.0,f,0.0,0.0,8636.82,8636.82,0.0,0.0,6983.56,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1302055,22000.0,22000.0,22000.0, 36 months,9.91,708.95,B,B1,2 years,MORTGAGE,50000.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,MI,13.22,0.0,4.0,17.0,0.0,21470.0,49.8,32.0,f,0.0,0.0,25521.095720200006,25521.1,0.0,0.0,1430.05,Dec-2014,0.0,INDIVIDUAL,0.0,,,
1301833,6000.0,6000.0,6000.0, 36 months,14.27,205.86,C,C2,10+ years,MORTGAGE,94800.0,Verified,Dec-2011,Fully Paid,n,car,TX,24.53,0.0,1.0,13.0,0.0,71890.0,95.9,30.0,f,0.0,0.0,7215.05,7215.05,0.0,0.0,1960.88,Jun-2014,0.0,INDIVIDUAL,0.0,,,
1302043,16000.0,16000.0,15975.0, 60 months,9.91,339.25,B,B1,10+ years,OWN,40000.0,Verified,Dec-2011,Current,n,debt_consolidation,FL,9.39,0.0,1.0,6.0,0.0,13270.0,28.5,23.0,f,3861.12,3855.09,16282.75,16257.31,0.0,0.0,339.25,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1302032,2500.0,2500.0,2500.0, 36 months,7.51,77.78,A,A3,,OWN,12000.0,Source Verified,Dec-2011,Charged Off,n,debt_consolidation,CA,16.3,0.0,2.0,13.0,0.0,4853.0,42.2,20.0,f,0.0,0.0,1838.88,1838.88,10.08,0.0,77.78,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1294350,13500.0,13500.0,13500.0, 36 months,9.91,435.04,B,B1,2 years,MORTGAGE,36000.0,Source Verified,Dec-2011,Fully Paid,n,credit_card,DC,22.93,0.0,1.0,13.0,0.0,25011.0,67.2,15.0,f,0.0,0.0,15621.2660575,15621.27,0.0,0.0,1706.24,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1301822,25000.0,25000.0,25000.0, 36 months,12.42,835.39,B,B4,2 years,RENT,225000.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,NJ,8.32,1.0,0.0,11.0,0.0,30449.0,34.6,23.0,f,0.0,0.0,30071.7288242,30071.73,0.0,0.0,842.08,Dec-2014,0.0,INDIVIDUAL,0.0,,,
1301804,10000.0,10000.0,10000.0, 36 months,13.49,339.31,C,C1,2 years,RENT,45900.0,Verified,Dec-2011,Fully Paid,n,small_business,CA,24.97,0.0,2.0,10.0,0.0,8936.0,48.3,12.0,f,0.0,0.0,12174.4823094,12174.48,0.0,0.0,1669.38,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1301984,2500.0,2500.0,2500.0, 36 months,13.49,84.83,C,C1,4 years,RENT,27200.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,WA,6.44,0.0,0.0,6.0,0.0,3473.0,68.1,6.0,f,0.0,0.0,3050.27600404,3050.28,0.0,0.0,95.98,Dec-2014,0.0,INDIVIDUAL,0.0,,,
1301961,7325.0,7325.0,7325.0, 36 months,12.69,245.72,B,B5,1 year,RENT,42000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,FL,22.57,0.0,3.0,12.0,0.0,7281.0,65.0,29.0,f,0.0,0.0,8844.70084212,8844.7,0.0,0.0,249.25,Jan-2015,0.0,INDIVIDUAL,0.0,,,
1301944,4000.0,4000.0,4000.0, 36 months,12.42,133.67,B,B4,5 years,RENT,135000.0,Verified,Dec-2011,Fully Paid,n,credit_card,NY,12.12,0.0,3.0,11.0,0.0,29311.0,85.7,21.0,f,0.0,0.0,4337.11,4337.11,0.0,0.0,3270.11,Nov-2015,0.0,INDIVIDUAL,0.0,,,
1301744,10000.0,10000.0,10000.0, 36 months,13.49,339.31,C,C1,5 years,RENT,65000.0,Not Verified,Dec-2011,Charged Off,n,small_business,CA,6.92,1.0,2.0,12.0,0.0,14292.0,69.5,17.0,f,0.0,0.0,9270.84,9270.84,459.53,4.4878,339.31,Jul-2014,0.0,INDIVIDUAL,0.0,,,
1301933,7750.0,7750.0,7750.0, 36 months,17.27,277.36,D,D3,< 1 year,RENT,24000.0,Not Verified,Dec-2011,Charged Off,n,debt_consolidation,IL,16.1,0.0,1.0,4.0,0.0,2348.0,67.1,7.0,f,0.0,0.0,6934.0,6934.0,11.91,0.0,277.36,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1294536,20000.0,20000.0,20000.0, 60 months,20.89,539.84,F,F1,6 years,RENT,70000.0,Source Verified,Dec-2011,Charged Off,n,debt_consolidation,FL,16.63,0.0,1.0,10.0,0.0,10470.0,79.9,24.0,f,0.0,0.0,5425.96,5425.96,1073.61,10.48,591.09,Feb-2013,0.0,INDIVIDUAL,0.0,,,
1301036,9600.0,9600.0,9600.0, 36 months,12.42,320.79,B,B4,10+ years,RENT,65000.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,NY,11.65,0.0,0.0,6.0,0.0,11279.0,70.9,11.0,f,0.0,0.0,11337.71,11337.71,0.0,0.0,3643.9,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1301506,21000.0,21000.0,21000.0, 60 months,11.71,464.07,B,B3,3 years,RENT,60000.0,Not Verified,Dec-2011,Charged Off,n,debt_consolidation,CA,6.62,0.0,0.0,7.0,0.0,10543.0,79.9,11.0,f,0.0,0.0,3708.24,3708.24,0.0,0.0,464.07,Aug-2012,0.0,INDIVIDUAL,0.0,,,
1301703,14000.0,14000.0,14000.0, 36 months,10.65,456.03,B,B2,3 years,RENT,30000.0,Source Verified,Dec-2011,Fully Paid,n,credit_card,CT,15.52,0.0,0.0,7.0,0.0,15542.0,65.6,14.0,f,0.0,0.0,15200.08,15200.08,0.0,0.0,10643.16,Dec-2012,0.0,INDIVIDUAL,0.0,,,
1300973,13350.0,13350.0,13350.0, 36 months,12.42,446.1,B,B4,10+ years,RENT,43000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,CA,20.57,0.0,0.0,7.0,0.0,11531.0,95.3,15.0,f,0.0,0.0,16058.3944183,16058.39,0.0,0.0,449.39,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1301699,15000.0,15000.0,15000.0, 36 months,16.77,533.08,D,D2,10+ years,RENT,42000.0,Verified,Dec-2011,Charged Off,n,debt_consolidation,WI,19.63,0.0,2.0,10.0,0.0,8238.0,74.9,38.0,f,0.0,0.0,13373.77,13373.77,1084.71,40.7831000068,188.69,Apr-2014,0.0,INDIVIDUAL,0.0,,,
1301481,15000.0,15000.0,15000.0, 36 months,17.27,536.81,D,D3,8 years,RENT,75000.0,Source Verified,Dec-2011,Charged Off,n,debt_consolidation,CA,16.03,0.0,0.0,10.0,0.0,13505.0,75.9,17.0,f,0.0,0.0,10198.4,10198.4,15.16,5.64,536.81,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1277832,11000.0,11000.0,10750.0, 60 months,13.49,253.06,C,C1,10+ years,MORTGAGE,129000.0,Verified,Dec-2011,Current,n,debt_consolidation,CA,10.94,0.0,0.0,10.0,0.0,1735.0,24.1,31.0,f,2841.5,2777.27,12119.38,11843.35,0.0,0.0,253.06,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1301459,35000.0,35000.0,35000.0, 36 months,10.65,1140.07,B,B2,2 years,MORTGAGE,168000.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,TX,3.17,1.0,1.0,16.0,0.0,1099.0,1.4,22.0,f,0.0,0.0,38059.76,38059.76,0.0,0.0,272.59,Sep-2013,0.0,INDIVIDUAL,0.0,,,
1301465,9000.0,9000.0,9000.0, 36 months,10.65,293.16,B,B2,9 years,MORTGAGE,74000.0,Source Verified,Dec-2011,Fully Paid,n,credit_card,SD,8.89,0.0,0.0,7.0,0.0,7388.0,71.7,10.0,f,0.0,0.0,10552.7927996,10552.79,0.0,0.0,6.65,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1292842,22475.0,22475.0,22425.0, 60 months,15.27,537.87,C,C4,7 years,MORTGAGE,52000.0,Verified,Dec-2011,Current,n,debt_consolidation,NH,15.23,0.0,1.0,7.0,0.0,18554.0,61.8,23.0,f,5962.67,5949.34,25796.01,25738.74,0.0,0.0,537.87,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1301632,16000.0,16000.0,16000.0, 36 months,12.69,536.72,B,B5,1 year,RENT,58500.0,Source Verified,Dec-2011,Charged Off,n,debt_consolidation,IL,20.64,0.0,0.0,8.0,0.0,26224.0,89.3,10.0,f,0.0,0.0,12295.72,12295.72,10.47,1.7799000028999998,528.58,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1301658,13500.0,13500.0,13500.0, 36 months,12.69,452.86,B,B5,5 years,RENT,71000.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,VA,11.97,0.0,2.0,4.0,0.0,6681.0,77.7,11.0,f,0.0,0.0,16301.5451734,16301.55,0.0,0.0,456.95,Dec-2014,0.0,INDIVIDUAL,0.0,,,
1301436,24000.0,24000.0,24000.0, 36 months,12.69,805.08,B,B5,10+ years,RENT,75000.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,WA,11.6,0.0,0.0,10.0,0.0,21609.0,84.6,33.0,f,0.0,0.0,28978.678948400004,28978.68,0.0,0.0,819.13,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1301654,12000.0,12000.0,12000.0, 36 months,10.65,390.88,B,B2,5 years,RENT,60000.0,Not Verified,Dec-2011,Fully Paid,n,credit_card,CA,10.84,0.0,1.0,12.0,0.0,11849.0,48.8,18.0,f,0.0,0.0,14070.3986395,14070.4,0.0,0.0,396.1,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1301634,8400.0,8400.0,8150.0, 60 months,16.77,207.73,D,D2,5 years,RENT,87996.0,Not Verified,Dec-2011,Current,n,major_purchase,NY,11.35,0.0,0.0,8.0,0.0,9551.0,80.3,13.0,f,2295.64,2227.76,9940.54,9643.84,0.0,0.0,207.73,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1300826,28000.0,28000.0,27975.0, 60 months,17.58,704.64,D,D4,5 years,MORTGAGE,140000.0,Verified,Dec-2011,Fully Paid,n,home_improvement,NC,12.07,0.0,1.0,13.0,0.0,2686.0,13.4,24.0,f,0.0,0.0,28411.15,28385.78,0.0,0.0,28412.43,Jan-2012,0.0,INDIVIDUAL,0.0,,,
1301392,14000.0,14000.0,14000.0, 36 months,6.62,429.86,A,A2,10+ years,RENT,66000.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,VA,11.15,0.0,1.0,7.0,0.0,12095.0,35.4,46.0,f,0.0,0.0,15450.0842184,15450.08,0.0,0.0,2133.17,Aug-2014,0.0,INDIVIDUAL,0.0,,,
1301405,12000.0,12000.0,12000.0, 36 months,14.27,411.71,C,C2,8 years,MORTGAGE,70000.0,Not Verified,Dec-2011,Charged Off,n,other,NY,8.4,0.0,1.0,7.0,0.0,11546.0,86.2,12.0,f,0.0,0.0,4241.16,4241.16,543.42,5.32,411.71,Feb-2013,0.0,INDIVIDUAL,0.0,,,
1301397,25000.0,25000.0,25000.0, 36 months,11.71,826.9,B,B3,10+ years,MORTGAGE,100000.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,RI,6.88,0.0,1.0,8.0,0.0,21128.0,89.1,18.0,f,0.0,0.0,29277.573837400007,29277.57,0.0,0.0,1122.55,Aug-2014,0.0,INDIVIDUAL,0.0,,,
1299445,9000.0,9000.0,9000.0, 36 months,12.69,301.91,B,B5,5 years,RENT,50000.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,NY,17.81,0.0,1.0,13.0,0.0,12752.0,55.4,21.0,f,0.0,0.0,10867.2099768,10867.21,0.0,0.0,306.11,Sep-2015,0.0,INDIVIDUAL,0.0,,,
1301395,13250.0,13250.0,13250.0, 36 months,10.65,431.6,B,B2,4 years,RENT,35000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,OH,24.93,0.0,2.0,11.0,0.0,13392.0,58.7,25.0,f,0.0,0.0,15535.9318576,15535.93,0.0,0.0,437.68,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1293509,20000.0,20000.0,20000.0, 36 months,13.49,678.61,C,C1,6 years,RENT,75000.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,CA,22.38,0.0,1.0,7.0,0.0,19548.0,90.8,17.0,f,0.0,0.0,23861.58,23861.58,0.0,0.0,8269.74,Jan-2016,0.0,INDIVIDUAL,0.0,,,
